learning_rate,train,validation
0.01,0.9644701086956522,0.926358695652174
0.05,0.9953125,0.9432065217391304
0.1,0.9996603260869567,0.9467391304347826
0.3,0.9997961956521738,0.9529891304347826
1.0,0.9997961956521738,0.95
