n_neighbors,train,test
1,1.0,1.0
4,1.0,1.0
7,1.0,1.0
10,1.0,1.0
13,1.0,1.0
16,1.0,1.0
19,1.0,1.0
22,1.0,1.0
25,1.0,1.0
28,1.0,1.0
31,1.0,1.0
34,1.0,1.0
37,1.0,1.0
40,1.0,1.0
43,1.0,1.0
46,1.0,1.0
49,1.0,1.0
