n_estimators,train,test
1,0.9836959825752519,0.9111829337704005
2,0.990528190959829,0.9046640835609538
5,1.0,0.922674587462008
10,1.0,0.9391303778728123
20,1.0,0.946588137886746
30,1.0,0.9521782134771832
45,1.0,0.9531094045161069
60,1.0,0.9540362636711744
80,1.0,0.955591472126892
100,1.0,0.9559020281378509
