max_iter,train,validation
2,0.8428653715456846,0.8398196586343442
3,0.8445024345943637,0.8406484337346811
10,0.8559306558098525,0.848481153614545
20,0.8590182008112983,0.851589446668191
30,0.8596916363686956,0.851630897445393
40,0.8596916363686956,0.851630897445393
100,0.8596916363686956,0.851630897445393
