n_estimators,train,validation
1,0.9368206521739131,0.9138586956521738
2,0.9514945652173914,0.9247282608695653
5,0.9757472826086955,0.9315217391304348
10,0.9929347826086957,0.9399456521739131
20,0.9997961956521738,0.9426630434782608
30,0.9997961956521738,0.9472826086956522
45,0.9997961956521738,0.9529891304347826
60,0.9997961956521738,0.9567934782608696
80,0.9997961956521738,0.9529891304347826
100,0.9997961956521738,0.9519021739130435
