n_estimators,train,validation
1,0.9970108695652173,0.9095108695652174
2,0.9997961956521738,0.9149456521739131
5,0.9997961956521738,0.9127717391304347
10,0.9997961956521738,0.9125
20,0.9997961956521738,0.9173913043478261
30,0.9997961956521738,0.9214673913043478
45,0.9997961956521738,0.9228260869565217
60,0.9997961956521738,0.923913043478261
80,0.9997961956521738,0.9293478260869564
100,0.9997961956521738,0.9285326086956521
