C,test,train
1e-06,0.7510464689661241,0.7510464592650686
1e-05,0.7510464689661241,0.7510464592650686
0.0001,0.7510464689661241,0.7510464592650686
0.001,0.7510464689661241,0.7510464592650686
0.01,0.7869783675804601,0.7881180467267435
0.1,0.8328985810601205,0.8359857643442853
