learning_rate,test,train
0.01,0.9171195652173914,0.9997961956521738
0.05,0.9105978260869565,0.9997961956521738
0.1,0.9127717391304347,0.9997961956521738
0.3,0.9331521739130434,0.9997961956521738
1.0,0.9589673913043478,0.9997961956521738
