n_estimators,test,train
1,0.9138586956521738,0.9368206521739131
2,0.9247282608695653,0.9514945652173914
5,0.9315217391304348,0.9757472826086955
10,0.9399456521739131,0.9929347826086957
20,0.9426630434782608,0.9997961956521738
30,0.9472826086956522,0.9997961956521738
45,0.9529891304347826,0.9997961956521738
60,0.9567934782608696,0.9997961956521738
80,0.9529891304347826,0.9997961956521738
100,0.9519021739130435,0.9997961956521738
