n_estimators,train,test
1,0.8735850037535624,0.8502347064467181
2,0.8834131061279302,0.8532185804811417
5,0.9081016424783865,0.8444561055140843
10,0.9386397014479948,0.8323780255044643
20,0.9820015248397773,0.8227626833856192
30,0.9999171121184872,0.8172691380232295
45,0.9999644774234013,0.822431647853844
60,0.9999644774234013,0.8251312515332729
80,0.9999644774234013,0.8262207713438612
100,0.9999644774234013,0.8264101764793708
