n_estimators,test,train
1,0.9095108695652174,0.9934782608695653
2,0.9078804347826088,0.996875
5,0.9358695652173914,0.9997961956521738
10,0.9442934782608695,0.9997961956521738
20,0.9524456521739131,0.9997961956521738
30,0.9557065217391305,0.9997961956521738
45,0.9589673913043478,0.9997961956521738
60,0.9570652173913045,0.9997961956521738
80,0.9584239130434782,0.9997961956521738
100,0.9576086956521739,0.9997961956521738
