n_estimators,train,test
1,0.9836959825752519,0.9080787896664091
2,0.990528190959829,0.9037304761021163
5,1.0,0.9270224180418433
10,1.0,0.9416177463316208
20,1.0,0.9506215500775882
30,1.0,0.9500052679002465
45,1.0,0.9493778755827545
60,1.0,0.9543540569608655
80,1.0,0.9568375675345185
100,1.0,0.9565255625701873
