n_estimators,test,train
1,0.902445652173913,0.9150815217391305
2,0.9089673913043479,0.9253396739130434
5,0.9304347826086955,0.9459918478260869
10,0.9394021739130434,0.9657608695652173
20,0.9426630434782609,0.9844429347826086
30,0.944836956521739,0.9938179347826086
45,0.9459239130434783,0.9992527173913043
60,0.9464673913043479,0.9997961956521738
80,0.9483695652173914,0.9997961956521738
100,0.9519021739130433,0.9997961956521738
