alpha,test,train
1e-05,0.8480253152871746,0.8647582122498745
0.001,0.8490614988444747,0.8636599019411957
0.1,0.8505120012537422,0.8678767938045668
10.0,0.8391152015165128,0.8407621236006069
1000.0,0.7510464689661241,0.7510464592650686
