C,test,train
0.001,0.8476107044678519,0.8487608287630343
0.01,0.8479010144792193,0.8498487624218676
0.1,0.848274122997689,0.8497969553926008
1.0,0.8484398402337456,0.8494964844992433
10.0,0.8303693794942311,0.8310644594139015
100.0,0.7878897694423961,0.783445464704082
1000.0,0.757721813074341,0.7572624697251096
