n_estimators,train,test
1,0.9698758048406493,0.9114925268076967
2,0.9795808949283963,0.9127371777548292
5,1.0,0.9198737710760003
10,1.0,0.9388236677659993
20,1.0,0.9481346631056111
30,1.0,0.9500047819205364
45,1.0,0.9496951798974831
60,1.0,0.9531041036680834
80,1.0,0.95279450164503
100,1.0,0.9496864981582567
