n_estimators,train,test
1,0.9611029343088099,0.9124271017330756
2,0.9701090857010224,0.9158466242044703
5,0.9989909242534895,0.9161533298184047
10,1.0,0.9295083405425316
20,1.0,0.9416129299656812
30,1.0,0.940989877020176
45,1.0,0.9509330780479669
60,1.0,0.9512441185410097
80,1.0,0.9552828420632586
100,1.0,0.9543492301115425
