max_iter,train,validation
2,0.8428653715456846,0.8398196586343442
3,0.8445024345943637,0.8406484337346811
4,0.8474137483117279,0.8428038741491888
5,0.8515582730798442,0.8456215308750112
10,0.8559306558098525,0.848481153614545
20,0.8590182008112983,0.851589446668191
30,0.8596916363686956,0.851630897445393
40,0.8596916363686956,0.851630897445393
50,0.8596916363686956,0.851630897445393
