max_depth,test,train
1,0.7853260869565217,0.7947690217391304
2,0.8654891304347826,0.8645380434782609
3,0.8894021739130435,0.8948369565217391
4,0.9035326086956521,0.9150815217391305
5,0.90625,0.9264945652173914
6,0.9125,0.9368206521739131
7,0.9146739130434781,0.9456521739130436
8,0.9152173913043476,0.9545516304347826
9,0.9179347826086957,0.9613451086956522
10,0.9149456521739131,0.9680027173913043
11,0.9160326086956522,0.9728260869565218
12,0.9097826086956522,0.9762228260869567
13,0.9103260869565217,0.9792119565217392
14,0.9119565217391304,0.9815896739130435
15,0.9114130434782609,0.9833559782608695
16,0.9114130434782608,0.984850543478261
17,0.9165760869565218,0.9876358695652174
18,0.9114130434782608,0.9889266304347826
19,0.9125,0.9900135869565219
20,0.9108695652173913,0.9911684782608695
21,0.9116847826086957,0.992391304347826
22,0.9089673913043479,0.9934782608695653
23,0.9127717391304347,0.9951086956521739
24,0.9084239130434781,0.9963994565217392
25,0.9122282608695652,0.9970108695652173
26,0.90625,0.997758152173913
27,0.9084239130434781,0.998233695652174
28,0.9084239130434781,0.9987771739130435
29,0.9081521739130436,0.9992527173913043
30,0.9070652173913043,0.9995923913043478
31,0.9073369565217393,0.9995923913043478
32,0.9059782608695652,0.9995923913043478
33,0.9065217391304348,0.9996603260869567
34,0.9078804347826086,0.9997282608695652
35,0.9108695652173913,0.9997961956521738
36,0.9051630434782609,0.9997961956521738
37,0.9029891304347825,0.9997961956521738
38,0.9076086956521738,0.9997961956521738
39,0.9065217391304348,0.9997961956521738
40,0.9081521739130436,0.9997961956521738
41,0.9054347826086955,0.9997961956521738
42,0.90625,0.9997961956521738
43,0.9054347826086955,0.9997961956521738
44,0.9081521739130434,0.9997961956521738
45,0.9059782608695652,0.9997961956521738
46,0.9054347826086957,0.9997961956521738
47,0.9043478260869566,0.9997961956521738
48,0.9081521739130436,0.9997961956521738
49,0.9032608695652173,0.9997961956521738
