n_estimators,test,train
1,0.9095108695652174,0.9970108695652173
2,0.9149456521739131,0.9997961956521738
5,0.9127717391304347,0.9997961956521738
10,0.9125,0.9997961956521738
20,0.9173913043478261,0.9997961956521738
30,0.9214673913043478,0.9997961956521738
45,0.9228260869565217,0.9997961956521738
60,0.923913043478261,0.9997961956521738
80,0.9293478260869564,0.9997961956521738
100,0.9285326086956521,0.9997961956521738
