C,test,train
0.01,0.7869783675804601,0.7881180467267435
0.1,0.8328985810601205,0.8359857643442853
1.0,0.845207057452091,0.864633840597568
10.0,0.8398196586343442,0.8877906369081611
100.0,0.8297899616900187,0.9028347663330036
1000.0,0.8186421070597063,0.9162729744674296
