n_estimators,train,test
1,0.9836959825752519,0.9102575280615841
2,0.9904505210569166,0.9065250256711856
5,1.0,0.9270238639999635
10,1.0,0.9422374138930442
20,1.0,0.9503114800463395
30,1.0,0.9534146611766683
45,1.0,0.9531079645484916
60,1.0,0.9537285980788301
80,1.0,0.9562169325065538
100,1.0,0.9555933995718435
