alpha,test,train
1e-05,0.8480253152871746,0.8647582122498745
0.0001,0.8486471971670578,0.867679885440755
0.001,0.8490614988444747,0.8636599019411957
0.01,0.8502220862570322,0.8663018478767246
0.1,0.8505120012537422,0.8678767938045668
1.0,0.851630897445393,0.8596916363686956
10.0,0.8391152015165128,0.8407621236006069
