n_estimators,test,train
1,0.8197195868232556,0.9568777424961663
2,0.8163212929001482,0.9758175020181113
5,0.8137932248545798,0.9799100930815335
10,0.7998674124715144,0.9799411747226442
20,0.8060843420698124,0.9799411747226442
30,0.8062915272576214,0.9799411747226442
45,0.8064573818900808,0.9799411747226442
60,0.806208608528667,0.9799411747226442
80,0.8075349303518313,0.9799411747226442
100,0.8071621824989187,0.9799411747226442
