learning_rate,train,validation
0.01,0.9683423913043478,0.9296195652173912
0.05,0.9978260869565219,0.9483695652173912
0.1,0.9997961956521738,0.9464673913043479
0.3,0.9997961956521738,0.9567934782608696
1.0,0.9997961956521738,0.9505434782608697
