n_estimators,train,test
1,0.9699534445922019,0.9127347643301675
2,0.9804350226027557,0.9174003881996938
5,1.0,0.9214284950496339
10,1.0,0.9310582496478519
20,1.0,0.9468948375101756
30,1.0,0.9475149970418137
45,1.0,0.9481404574214756
60,1.0,0.9531074815640339
80,1.0,0.9549689066587232
100,1.0,0.956214996075845
