C,test,train
0.001,0.9019021739130435,0.9021059782608696
0.01,0.8934782608695653,0.8985733695652174
0.1,0.8502717391304347,0.8483695652173914
1.0,0.8679347826086955,0.8694972826086957
10.0,0.8418478260869564,0.8479619565217392
100.0,0.7888586956521738,0.7995923913043479
1000.0,0.8019021739130435,0.7994565217391304
