n_estimators,train,validation
1,0.9568777424961663,0.8197195868232556
2,0.9758175020181113,0.8163212929001482
5,0.9799100930815335,0.8137932248545798
10,0.9799411747226442,0.7998674124715144
20,0.9799411747226442,0.8060843420698124
30,0.9799411747226442,0.8062915272576214
45,0.9799411747226442,0.8064573818900808
60,0.9799411747226442,0.806208608528667
80,0.9799411747226442,0.8075349303518313
100,0.9799411747226442,0.8071621824989187
