n_estimators,train,test
1,0.8958850868964061,0.8829205823040336
2,0.908772954761424,0.8972087279859242
5,0.9444868507778665,0.9254720289473177
10,0.961956579608213,0.9295088280198677
20,0.985248476513916,0.9332340931315342
30,0.9964285711711675,0.9304395345767075
45,1.0,0.9285718426650797
60,1.0,0.9326139395904007
80,1.0,0.9422379043656329
100,1.0,0.9406836603812044
