max_iter,train,validation
2,0.6701766304347826,0.6679347826086957
3,0.836209239130435,0.830163043478261
10,0.9101222826086955,0.9040760869565216
20,0.9216711956521738,0.9157608695652174
30,0.9251358695652174,0.9173913043478261
40,0.9257472826086957,0.9171195652173914
100,0.9257472826086957,0.9171195652173914
