max_depth,test,train
1,0.7510464689661241,0.7510464592650686
2,0.7970080988738861,0.7972875162482705
3,0.8152020188683904,0.8156264467031604
4,0.8297904254028774,0.8307016642102368
5,0.8411454823955493,0.84477186034631
6,0.8466991823840637,0.8509780749311349
7,0.849558495981692,0.8552778855234591
8,0.8515896355882445,0.8601682816495442
9,0.8548221092279933,0.8653383996633783
10,0.8517554902207038,0.869493158303104
11,0.8514239355267381,0.8743628311880742
12,0.850180738527132,0.8798645113980618
13,0.8479841221282275,0.8857806435481006
14,0.8442126681629993,0.8920697500238643
15,0.8423061041572073,0.8984210487669049
16,0.8406900390828362,0.9059845551307134
17,0.8364625750447343,0.9128020881520988
18,0.8326084256197062,0.9192880890359069
19,0.8309919655306774,0.9258880312461473
20,0.8289197701615804,0.9321668072334504
21,0.8282982661218039,0.9383833855858736
22,0.8265988357801699,0.9436881960787898
23,0.8227034073234429,0.9492313227710074
24,0.8208799681412092,0.9533964483988935
25,0.8195123329372451,0.9573128951334008
26,0.817605975026057,0.9604833620843614
27,0.8179376499418748,0.9637677800234397
28,0.817978997671775,0.9658917823417289
29,0.8156995999403185,0.9683784134679939
30,0.8157411365902721,0.9700465141434403
31,0.8149120695225797,0.9720358164680031
32,0.8132129826719522,0.9734448980999245
33,0.8118870043397942,0.9747400244496458
34,0.813544176700361,0.9757968281589428
35,0.8123012716681105,0.9767500242508298
36,0.8125079759685105,0.9771230114588014
37,0.8127568008535752,0.9775996073577037
38,0.8113478522688118,0.9783041449531028
39,0.8118451928970354,0.9785320834290377
40,0.811803724945283,0.9789776019809115
41,0.8118450555006328,0.979133015554068
42,0.8117208405654293,0.9793713156505601
43,0.8114308740450682,0.979495646509085
44,0.811803673421632,0.9796096157470524
45,0.811264761794354,0.979682143870393
46,0.8115134836321168,0.979744310373176
47,0.8115135523303181,0.9797650336142908
48,0.8108920311159915,0.9797857557818851
49,0.8113478179197111,0.9798064779494796
