n_estimators,train,validation
1,0.9368206521739131,0.9138586956521738
2,0.952649456521739,0.9258152173913045
5,0.9804347826086957,0.9309782608695653
10,0.9987092391304347,0.9383152173913043
20,0.9997961956521738,0.9372282608695652
30,0.9997961956521738,0.9470108695652174
45,0.9997961956521738,0.95
60,0.9997961956521738,0.9505434782608697
80,0.9997961956521738,0.9543478260869567
100,0.9997961956521738,0.9559782608695653
