learning_rate,train,test
0.01,0.8773097826086957,0.8706521739130435
0.05,0.8854619565217391,0.8771739130434784
0.1,0.8939538043478261,0.8793478260869566
0.3,0.9095108695652174,0.8695652173913044
1.0,0.9264945652173913,0.8641304347826086
