n_estimators,train,validation
1,0.9970108695652173,0.9095108695652174
2,0.9993885869565219,0.9070652173913043
5,0.9997961956521738,0.9342391304347826
10,0.9997961956521738,0.9418478260869566
20,0.9997961956521738,0.9478260869565217
30,0.9997961956521738,0.951086956521739
45,0.9997961956521738,0.9546195652173912
60,0.9997961956521738,0.95625
80,0.9997961956521738,0.9565217391304348
100,0.9997961956521738,0.955163043478261
