max_iter,train,validation
2,0.8850543478260869,0.882608695652174
3,0.9006793478260869,0.8951086956521739
10,0.9410326086956522,0.9296195652173912
20,0.9574728260869566,0.9377717391304348
30,0.9587635869565219,0.9402173913043479
40,0.9587635869565219,0.9402173913043479
100,0.9587635869565219,0.9402173913043479
