samples,train,test
368,0.05894700000044395,0.0010460000003149617
368,0.04500499999994645,0.0008969999998953426
368,0.04196799999999712,0.0010959999999613501
368,0.03629799999998795,0.001251000000138447
368,0.03128199999991921,0.0012790000000677537
368,0.019224000000122032,0.0013389999999162683
368,0.014222999999674357,0.0012200000001030276
368,0.010945999999876221,0.0013509999998859712
368,0.004490999999688938,0.001107999999931053
