train_size,test,train
2412,0.005678000000017391,0.01018600000000447
4825,0.003872999999998683,0.02394799999999009
7238,0.0037769999999852644,0.04200199999999654
9651,0.003843999999986636,0.0628810000000044
12064,0.0036389999999926204,0.07797899999999913
14477,0.002829999999988786,0.09358700000001363
16890,0.0016669999999976426,0.10688500000000545
19303,0.0013810000000091804,0.12868199999999774
21716,0.0007719999999835636,0.16221699999999828
