train_size,train,test
294,0.0005310000015015248,0.02338400000007823
588,0.0013330000001587905,0.04602899999918009
883,0.0011930000000575092,0.05352899999888905
1177,0.0012270000006537884,0.06260499999916647
1472,0.0013770000005024485,0.07303999999930966
1766,0.0013280000002851011,0.10100799999963783
2060,0.0013539999999920838,0.11371300000064366
2355,0.0012360000000626314,0.13252599999941594
2649,0.0015660000008210773,0.13388599999962025
