train_size,test,train
368,0.014012999999977183,0.1513760000007096
736,0.01043400000071415,0.1767069999996238
1104,0.009924999999384454,0.23123299999951996
1472,0.008176000000275963,0.26329100000020844
1840,0.007338999999774387,0.4046549999993658
2208,0.007360000000517175,0.6107070000007297
2576,0.00644800000009127,0.9349010000005364
2944,0.006325000000288128,0.8740769999994882
3312,0.002913999999691441,0.7797559999999066
