train_size,test,train
2412,0.006022999999999001,0.013370000000008986
4825,0.0035969999999849733,0.02631900000000087
7238,0.0035969999999849733,0.045952999999997246
9651,0.003440000000011878,0.06424000000001229
12064,0.0030959999999993215,0.07892699999999309
14477,0.002410999999995056,0.09154599999999391
16890,0.0019489999999962038,0.11766199999999571
19303,0.0014419999999972788,0.1373389999999972
21716,0.0012759999999900629,0.17032499999999118
