train_size,test,train
1930,0.33533600000009756,0.0006300000022747554
3860,0.6585870000017167,0.0007469999982276931
5790,0.8780750000005355,0.0010189999993599486
7721,1.2013990000014019,0.002848000000085449
9651,1.6482160000014119,0.006732999998348532
11581,2.0732029999999213,0.008061000000452623
13512,2.2804219999998168,0.004302000001189299
15442,2.6346169999997073,0.0031159999998635612
17372,3.0382229999995616,0.0058519999984127935
