train_size,test,train
2412,0.0039040000000056807,0.0055770000000165965
4825,0.0030910000000119453,0.010003000000011752
7238,0.002646999999996069,0.017014000000017404
9651,0.0028470000000027085,0.02039499999997929
12064,0.0018029999999953361,0.02545699999998874
14477,0.001543999999995549,0.031089000000008582
16890,0.0011869999999873926,0.03745099999997592
19303,0.0008640000000070813,0.04702299999999582
21716,0.0005579999999838492,0.05884400000002188
