train_size,test,train
2412,0.004422999999974309,0.005890999999991209
4825,0.0033260000000154832,0.01170799999999872
7238,0.00273799999999369,0.018051000000014028
9651,0.002504000000016049,0.02426700000000892
12064,0.0024270000000115033,0.030180999999998903
14477,0.001557999999988624,0.03714699999997606
16890,0.0012459999999805405,0.045922999999987724
19303,0.0011299999999891952,0.056812000000007856
21716,0.0005659999999920728,0.0715150000000051
