train_size,test,train
2412,0.004682999999999993,0.006962000000015678
4825,0.003454000000004953,0.016766000000018266
7238,0.0028930000000002565,0.022536000000002332
9651,0.002171000000004142,0.03119599999999423
12064,0.0020130000000051496,0.04021599999998671
14477,0.0019659999999817046,0.05002500000000509
16890,0.0019670000000076016,0.06065200000000459
19303,0.0012499999999988631,0.0726060000000075
21716,0.0005419999999958236,0.09115900000000465
