n_estimators,test,train
1,0.0023909999999887077,0.04971499999919615
2,0.0021980000001349254,0.08972300000095856
5,0.004437999999936437,0.2245359999997163
10,0.008061999998972169,0.4718540000012581
20,0.0161260000004404,0.9384709999994811
30,0.024632000000565313,1.3992339999986143
45,0.03500100000019302,2.134722000000693
60,0.043521999999939,2.8304929999994783
80,0.0631680000005872,3.887668000001213
100,0.07724099999904865,4.7595560000008845
