train_size,train,test
368,0.004475000000184082,0.0010710000001381559
736,0.010914000000411761,0.0012339999998403073
1104,0.014590999999654741,0.0012889999998151325
1472,0.019276999999874533,0.001134000000092783
1840,0.031198000000131287,0.0010459999998602143
2208,0.036450999999942724,0.0010570000004008762
2576,0.04232499999989159,0.0009650000001784065
2944,0.045270000000073196,0.0009230000000570726
3312,0.05474800000001778,0.0008600000001024455
