max_depth,test,train
1,0.0006769999999960419,0.016412000000002536
2,0.0006700000000137152,0.022894000000007964
3,0.0006780000000219388,0.03164100000000758
4,0.0006889999999941665,0.03979799999999045
5,0.0007659999999987122,0.0509399999999971
6,0.000844000000000733,0.06079299999998966
7,0.0008540000000039072,0.06486000000001013
8,0.0010870000000124946,0.07697999999999183
9,0.000941000000011627,0.08309900000000425
10,0.0008770000000026812,0.08546100000000934
11,0.0009400000000141517,0.08953099999999381
12,0.0009569999999996526,0.09538599999999064
13,0.0009259999999926549,0.10171099999999456
14,0.0009540000000072268,0.10759499999997502
15,0.0011419999999873198,0.11629699999997456
16,0.0010729999999909978,0.1179819999999836
17,0.0012049999999987904,0.12751200000002427
18,0.0012990000000172586,0.13569100000000844
19,0.0011839999999949669,0.13517699999999877
20,0.0011810000000025411,0.13634200000001329
21,0.0015190000000018244,0.12960599999999545
22,0.0012609999999995125,0.1306250000000091
23,0.0012739999999951124,0.13296300000001793
24,0.0014729999999758547,0.1440629999999885
25,0.0015449999999930242,0.1565119999999922
26,0.001530999999999949,0.14133200000000556
27,0.0014899999999897773,0.15201099999998746
28,0.0014130000000136533,0.1471209999999985
29,0.0013840000000016062,0.13922900000000027
30,0.0013989999999921565,0.13873899999998685
31,0.0014400000000023283,0.13958299999998758
32,0.0014650000000244745,0.1442260000000033
33,0.0014109999999902811,0.140326999999985
34,0.00131799999999771,0.13347399999997833
35,0.0013020000000096843,0.13431900000000496
36,0.0015300000000024738,0.13543999999998846
37,0.0014769999999941774,0.13931800000000294
38,0.0014680000000169002,0.15049600000000396
39,0.0014599999999802549,0.14968500000000518
40,0.0016289999999798965,0.14036099999998441
41,0.0013759999999933825,0.1399369999999749
42,0.0014859999999998763,0.1448570000000018
43,0.001599999999996271,0.1454740000000072
44,0.0014170000000035543,0.14308100000002355
45,0.0017229999999983647,0.1452030000000093
46,0.0014529999999979282,0.14299299999998993
47,0.0014119999999877564,0.14015899999998283
48,0.0015010000000188484,0.14657300000001783
49,0.0016679999999951178,0.14661000000000968
