samples,train,test
368,0.05505799999991723,0.0008479999996779952
368,0.04576700000006895,0.0008589999997639097
368,0.04126899999982925,0.0011080000003858004
368,0.036176999999952386,0.0011319999998704589
368,0.03117000000020198,0.0011890000000676082
368,0.019136999999773252,0.0011589999999159772
368,0.014319000000341475,0.0011839999997391715
368,0.010456999999860273,0.0014420000002246525
368,0.004597000000103435,0.001205000000027212
