train_size,train,test
368,0.0003640000004452304,0.041146999999909895
736,0.00041200000032404205,0.04462299999977404
1104,0.0003909999995812541,0.049532999999428284
1472,0.0004360000002634479,0.0578349999996135
1840,0.000420000000303844,0.07966200000009849
2208,0.0004490000001169392,0.08025799999995797
2576,0.00044500000058178557,0.07098099999984697
2944,0.0014739999996891129,0.07198599999992439
3312,0.0017299999999522697,0.07736000000022614
