max_depth,test,train
1,0.0006989999999973406,0.013468999999986409
2,0.000706000000008089,0.022736999999978025
3,0.0008219999999994343,0.030797000000006847
4,0.0008400000000108321,0.03836599999999635
5,0.0008739999999818338,0.04652799999999502
6,0.0009239999999977044,0.05379899999999793
7,0.0009310000000084528,0.06547999999997955
8,0.0009440000000040527,0.06762200000000007
9,0.0011750000000176897,0.0820709999999849
10,0.0009749999999826287,0.08457899999999086
11,0.0011240000000043437,0.09636500000002002
12,0.0011240000000043437,0.09731199999998807
13,0.0011049999999954707,0.10126299999998878
14,0.0011999999999829924,0.10787099999998873
15,0.0014479999999821302,0.1077590000000157
16,0.0011959999999930915,0.1159590000000037
17,0.001213000000007014,0.11835499999997978
18,0.0013629999999977827,0.11832300000000373
19,0.0012080000000196378,0.12190599999999563
20,0.0013259999999775118,0.12551500000000715
21,0.00125100000002476,0.12757899999999722
22,0.001383000000004131,0.12765199999998345
23,0.001360000000005357,0.12775700000000256
24,0.0013659999999902084,0.13776799999999412
25,0.0015229999999917254,0.13644199999998818
26,0.0016889999999989413,0.1373350000000073
27,0.0013920000000098298,0.1363709999999969
28,0.001593999999982998,0.14181400000001076
29,0.0016249999999899956,0.1394070000000056
30,0.00198700000001395,0.1425079999999923
31,0.0014610000000061518,0.13961599999998953
32,0.001688000000001466,0.14072599999997237
33,0.002033000000011498,0.14309000000000083
34,0.0018680000000017571,0.1409840000000031
35,0.0018990000000087548,0.1377300000000048
36,0.0015819999999848733,0.13871599999998807
37,0.001527000000010048,0.13508200000001125
38,0.0014769999999941774,0.14157199999999648
39,0.001582000000013295,0.13650999999998703
40,0.0015929999999855227,0.13815199999999095
41,0.0017600000000186355,0.13246800000001713
42,0.0014869999999973516,0.13535799999999654
43,0.0014940000000081,0.1368539999999996
44,0.0014840000000049258,0.13491299999998319
45,0.0015840000000082455,0.1376510000000053
46,0.0016279999999824213,0.13469299999999862
47,0.001543999999995549,0.13881499999999392
48,0.0014950000000055752,0.13871299999999565
49,0.001762000000013586,0.13728100000000154
