train_size,train,test
2412,0.17267100000026403,0.14233499999681953
4825,0.2812400000002526,0.1291190000010829
7238,0.41088800000215997,0.11915800000133459
9651,0.5316229999989446,0.1019750000014028
12064,0.5957200000011653,0.08178600000246661
14477,0.6997569999984989,0.06759499999679974
16890,0.8217770000010205,0.05410699999993085
19303,0.9350940000003902,0.03930299999774434
21716,1.0432680000012624,0.022808999998233048
