train_size,train,test
294,0.0009200000004057074,0.018572999999378226
588,0.0032920000012381934,0.0458810000000085
883,0.004048000000693719,0.06754000000000815
1177,0.0030220000007830095,0.08723699999973178
1472,0.0038009999989299104,0.10875099999975646
1766,0.003698999998960062,0.13016900000002352
2060,0.004123999999137595,0.13969899999938207
2355,0.004149999998844578,0.1736319999999978
2649,0.005186999998841202,0.19224000000031083
