train_size,train,test
8,0.0016390000000683358,0.0013340000004973263
16,0.0015910000001895241,0.0010160000001633307
24,0.001615999999557971,0.0009540000010019867
32,0.0015910000001895241,0.0012110000006941846
40,0.0015769999990880024,0.0010099999999511056
48,0.0015440000006492482,0.0012790000000677537
56,0.0014689999989059288,0.0009789999985514442
64,0.0018000000000029104,0.0009390000013809185
72,0.0025210000003426103,0.001257999998415471
