train_size,test,train
368,0.03362800000104471,0.201773000000685
736,0.03291700000045239,0.3594890000003943
1104,0.02731099999982689,0.5015729999995528
1472,0.026090999999723863,0.6893420000014885
1840,0.02200000000084401,0.83447200000046
2208,0.01920099999915692,0.9940850000002683
2576,0.01716899999883026,1.1289770000003045
2944,0.013349999999263673,1.2908410000000003
3312,0.009154999999736901,1.4507830000002286
