train_size,train,test
2412,0.0004969999999957508,2.169844000000012
4825,0.000788000000284228,3.3300449999997
7238,0.000766000000112399,4.28647699999965
9651,0.0008889999999155407,4.854358999999931
12064,0.004133999999794469,5.164537999999993
14477,0.001292999999350286,5.078916999999819
16890,0.0014449999998760177,4.576860000000124
19303,0.0016259999993053498,3.1875
21716,0.0022330000001602457,1.9350709999998799
