train_size,train,test
294,0.0009429999990970828,0.02523500000097556
588,0.001007999999274034,0.03843899999992573
883,0.0016530000011698576,0.03824000000167871
1177,0.0012030000016238773,0.052160000001094886
1472,0.0014739999987796182,0.07153800000014598
1766,0.0015109999985725153,0.10323000000062166
2060,0.001600999999936903,0.11194099999920581
2355,0.0021319999996194383,0.12840499999947497
2649,0.0017340000013064127,0.14459700000043085
