train_size,test,train
368,0.0005929999999807478,0.0029109999999832326
736,0.00048100000000772525,0.006832000000002836
1104,0.0004410000000234504,0.00997100000000728
1472,0.00042799999999942884,0.013325000000008913
1840,0.00036500000001638,0.016112999999990052
2208,0.00031799999999293505,0.019290999999981295
2576,0.00027399999999033753,0.02281199999998762
2944,0.00024199999998586463,0.025539999999978136
3312,0.0002000000000066393,0.028931999999997515
