train_size,test,train
2412,0.005265000000008513,0.0076610000000130185
4825,0.0026850000000138152,0.016278999999997268
7238,0.002344000000022106,0.0246919999999875
9651,0.002083999999996422,0.03333399999999642
12064,0.0021779999999864685,0.04354799999998704
14477,0.0018100000000060845,0.05263599999997837
16890,0.0012600000000020373,0.06814799999997945
19303,0.0012010000000088894,0.08249499999999443
21716,0.0007769999999993615,0.1050069999999721
