train_size,test,train
2412,0.07001599999966857,0.5313759999999093
4825,0.06582499999967695,0.3601300000000265
7238,0.04987299999993411,1.6241509999999835
9651,0.04253100000005361,1.9342729999998483
12064,0.0335479999994277,1.9306799999994837
14477,0.026204999999208667,2.4784279999994396
16890,0.02684399999998277,2.1666230000000724
19303,0.016486999999870022,2.83949500000017
21716,0.008413999999902444,2.8566519999994853
