train_size,train,test
1930,0.0008459999990009237,0.6044670000010228
3860,0.0012490000008256175,0.8852200000001176
5790,0.0007029999997030245,1.2267749999991793
7721,0.001007999999274034,1.4856679999993503
9651,0.001186999999845284,1.858220000000074
11581,0.001342000001386623,2.1221170000007987
13512,0.0012200000001030276,2.4614220000003115
15442,0.0014599999994970858,2.7939750000005006
17372,0.0017410000000381842,2.8237850000004983
