train_size,train,test
368,0.0031220000018947758,0.08394499999849359
736,0.0033589999948162585,0.14076800000475487
1104,0.004387000000861008,0.1992439999958151
1472,0.006180999997013714,0.21217500000057044
1840,0.006614000005356502,0.2230340000023716
2208,0.006653000004007481,0.23248900000180583
2576,0.010994999996910337,0.19223999999667285
2944,0.008957999998528976,0.13651299999764888
3312,0.03992699999798788,0.10258099999919068
