train_size,test,train
2412,0.004926999999980808,0.008426999999983309
4825,0.004286999999976615,0.01789199999998914
7238,0.0025420000000053733,0.027660000000025775
9651,0.0023620000000050823,0.03474199999999428
12064,0.001995999999991227,0.041963999999978796
14477,0.0018330000000048585,0.05303900000001249
16890,0.0015970000000038453,0.06723599999997987
19303,0.0010130000000003747,0.07656900000000633
21716,0.0006419999999991433,0.10336300000000165
