max_depth,test,train
1,0.0015300000000024738,0.01815900000002557
2,0.0008510000000114815,0.026019000000019332
3,0.0009659999999769298,0.033794000000000324
4,0.0009579999999971278,0.03920299999998633
5,0.0009199999999793818,0.0478080000000034
6,0.000920999999976857,0.05477500000000646
7,0.001144000000010692,0.06637200000000121
8,0.001255000000014661,0.07394700000000398
9,0.0011209999999834963,0.07996199999999476
10,0.0011549999999829197,0.08471399999999107
11,0.0012580000000070868,0.09057799999999361
12,0.0010489999999947486,0.0957909999999913
13,0.0011529999999879692,0.10097799999999779
14,0.0012700000000052114,0.10341900000000237
15,0.0012490000000013879,0.11501799999999207
16,0.0012830000000008113,0.11318400000001816
17,0.0011639999999886186,0.11631900000000428
18,0.0017069999999819174,0.12128899999999021
19,0.001402000000013004,0.12482300000002056
20,0.0012849999999957618,0.12461099999998737
21,0.0017449999999996635,0.13604500000002417
22,0.0015919999999880474,0.1338259999999991
23,0.0013620000000003074,0.13610299999999143
24,0.0014639999999985776,0.13615099999998392
25,0.001423999999985881,0.13382799999999406
26,0.0017129999999951906,0.13650099999998133
27,0.0015319999999974243,0.16456700000000524
28,0.0016119999999943957,0.13838899999998944
29,0.0014370000000099026,0.13372900000001664
30,0.0014459999999871798,0.13993800000000078
31,0.001685999999978094,0.13985700000000634
32,0.0015740000000050713,0.13519500000001017
33,0.0014549999999928787,0.13711000000000695
34,0.0015459999999904994,0.1422319999999786
35,0.0014740000000017517,0.13892699999999536
36,0.0014700000000118507,0.13960400000001982
37,0.0015199999999992997,0.13563800000000015
38,0.001488999999992302,0.13258500000000595
39,0.0017600000000186355,0.1397489999999948
40,0.0015940000000114196,0.1408700000000067
41,0.0016060000000095442,0.13661000000001877
42,0.0014799999999866031,0.13976900000000114
43,0.0014799999999866031,0.1350620000000049
44,0.0014899999999897773,0.14116100000001097
45,0.0015760000000000218,0.14290599999998221
46,0.0015689999999892734,0.14189200000001279
47,0.001739000000014812,0.14212300000002642
48,0.0016590000000178406,0.14370099999999297
49,0.001907999999986032,0.1457110000000057
50,0.0030280000000004748,0.13964200000000915
51,0.0016660000000001673,0.13516100000001074
52,0.0015959999999779484,0.13286099999999124
53,0.001691999999991367,0.1399590000000046
54,0.002456999999992604,0.16497499999999832
55,0.0014879999999948268,0.13344000000000733
56,0.0015850000000057207,0.13898299999999608
57,0.0014899999999897773,0.135343000000006
58,0.0015530000000012478,0.14108299999998053
59,0.0015520000000037726,0.1340370000000064
60,0.001632000000000744,0.1433500000000265
61,0.0022260000000073887,0.13780699999998092
62,0.0017359999999939646,0.13274199999997904
63,0.001511999999991076,0.13530099999999834
64,0.0017040000000179134,0.16384300000001417
65,0.0015329999999948996,0.13510800000000245
66,0.001557999999988624,0.1355999999999824
67,0.0014800000000150249,0.13552400000000375
68,0.0017039999999894917,0.13603099999997426
69,0.0015459999999904994,0.16446399999998107
70,0.0015070000000036998,0.13312799999999925
71,0.0015410000000031232,0.13435400000000186
72,0.0016620000000102664,0.16222200000001408
73,0.0019459999999753563,0.13422500000001492
74,0.001492999999982203,0.13216600000001222
75,0.0018410000000130822,0.13733400000000984
76,0.0016019999999912216,0.13709699999998293
77,0.0018780000000049313,0.15270899999998733
78,0.0018910000000005311,0.14427200000000084
79,0.0016709999999875436,0.14089300000000549
80,0.0016030000000171185,0.14849499999999694
81,0.0015039999999828524,0.13807800000000725
82,0.002211999999985892,0.13731200000000854
83,0.0018059999999877618,0.139253999999994
84,0.0016899999999964166,0.14043499999999653
85,0.0015370000000132222,0.13786699999999996
86,0.0014630000000011023,0.14258499999999685
87,0.0015940000000114196,0.13918100000000777
88,0.0015640000000018972,0.14056500000000938
89,0.0015840000000082455,0.14239700000001676
90,0.0015379999999822758,0.1423859999999877
91,0.0014970000000005257,0.1326919999999916
92,0.001474999999999227,0.13110400000002187
93,0.0016620000000102664,0.13555399999998485
94,0.0016980000000046402,0.1401779999999917
95,0.0015239999999892007,0.14513900000000035
96,0.0016329999999982192,0.140892000000008
97,0.0016569999999944685,0.13678500000000327
98,0.0014609999999777301,0.13559900000001335
99,0.0015280000000075233,0.1393770000000245
