train_size,test,train
2412,0.1445929999990767,0.24853799999982584
4825,0.11295299999983399,0.4579219999995985
7238,0.10682099999939965,0.676328999999896
9651,0.09234500000093249,0.9359949999998207
12064,0.07382599999982631,1.1660940000001574
14477,0.06313199999931385,1.4462650000004942
16890,0.04767600000013772,1.7973060000003898
19303,0.03229300000020885,2.163789000000179
21716,0.020406999999977415,2.5014089999986027
